scan converged score pose
1 1 0.328727 [  0.9998,-0.01823,       0,       0,  0.01823,  0.9998,       0,       0,        0,       0,       1,       0, -0.007141, 0.01265,       0,       1]
2 1 0.411719 [        1,0.0004559,        0,        0, -0.0004559,        1,        0,        0,         0,        0,        1,        0, -0.0006515,-0.002952,        0,        1]
3 1 0.519744 [        1,-0.006528,        0,        0,  0.006528,        1,        0,        0,         0,        0,        1,        0,  -0.00431,  0.00474,        0,        1]
4 1 0.969626 [        1,-0.001959,        0,        0,  0.001959,        1,        0,        0,         0,        0,        1,        0, -0.001887, 0.002821,        0,        1]
5 1 1.37673 [        1, 0.007549,        0,        0, -0.007549,        1,        0,        0,         0,        0,        1,        0, -0.003633,-0.005487,        0,        1]
6 1 1.11529 [        1, -0.00319,        0,        0,   0.00319,        1,        0,        0,         0,        0,        1,        0, -0.0008675,0.0007358,        0,        1]
7 1 1.42149 [        1,-0.007766,        0,        0,  0.007766,        1,        0,        0,         0,        0,        1,        0, 5.934e-05, 0.003969,        0,        1]
8 1 1.57369 [        1, 0.001267,        0,        0, -0.001267,        1,        0,        0,         0,        0,        1,        0,  0.001115,0.0008006,        0,        1]
9 1 1.641 [        1,-0.003966,        0,        0,  0.003966,        1,        0,        0,         0,        0,        1,        0,  0.001412, 0.005475,        0,        1]
10 1 2.19562 [       1,-0.00587,       0,       0,  0.00587,       1,       0,       0,        0,       0,       1,       0, -0.001193,0.002106,       0,       1]
11 1 1.71035 [        1,-0.004773,        0,        0,  0.004773,        1,        0,        0,         0,        0,        1,        0, -0.001298, 0.003512,        0,        1]
12 1 0.807715 [        1,-0.002793,        0,        0,  0.002793,        1,        0,        0,         0,        0,        1,        0, -0.001242,0.0007493,        0,        1]
13 1 0.44089 [   0.9998,  0.01888,        0,        0,  -0.01888,   0.9998,        0,        0,         0,        0,        1,        0,   0.01086,-0.008249,        0,        1]
14 1 0.478319 [         1,-0.0008632,         0,         0,  0.0008632,         1,         0,         0,          0,         0,         1,         0,   3.89e-05, 0.0002176,         0,         1]
15 1 0.48016 [         1,-0.0005563,         0,         0,  0.0005563,         1,         0,         0,          0,         0,         1,         0,  0.0007936, 0.0008077,         0,         1]
16 1 0.623717 [        1,  0.00709,        0,        0,  -0.00709,        1,        0,        0,         0,        0,        1,        0,  0.003743,-0.002541,        0,        1]
17 1 1.08157 [        1,-0.003085,        0,        0,  0.003085,        1,        0,        0,         0,        0,        1,        0, -0.003193,  -0.0061,        0,        1]
18 1 1.20273 [        1,-0.003639,        0,        0,  0.003639,        1,        0,        0,         0,        0,        1,        0,  0.001028, 0.001452,        0,        1]
19 1 1.27028 [        1,-0.006834,        0,        0,  0.006834,        1,        0,        0,         0,        0,        1,        0, -0.002324, 0.003227,        0,        1]
